3875512649091,60
7203757156164,54
6777511949195,71
2521995856136,62
1719771823314,54
1677758446221,60
9710872928570,65
6508077302279,56
1484790879463,70
6719560628546,65
8544010951451,47
5737597282762,70
5778967448868,87
7081878585206,65
8357488106891,68
5508053476097,59
9005324778370,55
8770699172714,68
8597567499452,80
6465591640043,53
4788465135471,63
7559593540509,66
6491364832728,63
9450797934014,62
2700390081703,40
6145970162675,59
2491322546482,52
5935856856631,70
7213670670127,49
2470499284345,61
5304865682103,51
7714834651042,52
3517600304742,42
7070337922893,60
4180510716526,46
7065851066949,66
6943852188579,75
3608121172473,45
6094417794965,71
1073687927969,74
5062323333160,37
7924092001662,48
9198085918205,65
2500263817616,47
8237934819696,75
7621760363999,68
4455636563727,63
2555526138293,56
2315206807042,40
9730694538111,57
4486542776544,66
1008630850353,42
2936497576058,71
8098555588648,79
3411947741770,55
4036988127449,65
2461052934137,47
7286228671940,62
2821456452323,47
9929169935469,81
7231696264999,73
7473811917263,59
8332742540464,52
4888334581178,68
4823593785480,66
7463419367187,66
7693722785678,77
8180314117425,45
2157191467407,54
5313497479492,67
8339834728025,62
7991352887280,69
2222695680958,64
5773094010846,54
5932124451983,56
7141550633666,53
6475652779291,70
2382549380816,59
2529314964448,61
7761764871929,74
1299797691896,83
5702541084461,47
2373351850825,52
8597786232799,82
5711645900040,42
1294947474564,66
7734489653408,68
9155863828825,70
2999754327402,63
1769902118645,59
5794708808828,74
2326116957412,49
8564669068046,68
3347238305944,55
2177726286724,61
1719793065830,59
2861666139172,58
7520634289862,62
9892512382708,64
5837711851129,58
6826997056755,75
1568898675082,73
1728126901443,48
3655520503495,52
5220286446527,53
3498956737911,72
4864656503951,62
2676084045634,55
5194997491621,67
5904266676493,67
3244530920830,43
9202326522379,52
9070978101421,49
9911046702465,54
3336256151574,51
5437490168504,56
3776081328556,61
3591045117322,43
7307330388425,53
1607296979825,71
7151739029481,57
5398209278797,76
8141268853692,63
2081809219494,57
5567988113754,69
8283043793220,51
5562702319006,46
6738292471413,57
5368887825365,74
7670441343293,53
4694729532303,57
4287874162561,61
7264088684265,66
3987652881248,71
6683876733777,78
1200504340737,36
2405617654560,51
5422869088024,58
4558955031229,58
6720956535068,62
3755235844892,65
6205412079807,51
1774290551201,44
9793580717467,73
9602609100483,48
2696731469296,70
6800549352179,59
9962266652835,69
9921786825795,78
7513611891330,48
4082008473361,46
9090341208286,52
8398995853240,73
6422431985816,59
9381132353051,44
2736164536521,51
5690321889944,68
2170681579008,54
3812608029588,60
9851635716866,71
3744624526403,50
1082869957520,62
7894189191564,72
2188547286524,62
8371979636292,72
8758686927843,81
9729086193183,66
4185464027736,57
2097754545682,64
9805229190013,49
3995539985567,83
6364341727669,64
7844908915774,73
5657674074076,64
2672578806716,65
1671980203991,56
5382391243320,45
6919271755775,71
9129974613396,69
9466164311055,51
3427173921265,52
3385601521475,50
8890392390760,64
7608440894712,60
9914958784689,87
6194027778059,65
9526835325895,70
2494807268863,67
3918233783750,59
2253579472575,63
6771497665083,69
